@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
9E, 3661, CAK, DTW, 3, 335 , 76, 0
9E, 3725, TVC, DTW, 3, 335 , 75, 0
9E, 3804, CLE, ATL, 3, 335 , 128, 0
AA, 674, ORD, MIA, 3, 335 , 185, 1
B6, 728, BQN, JFK, 3, 335 , 231, 0
CO, 463, ORD, IAH, 3, 335 , 164, 1
OH, 6423, DAY, DTW, 3, 335 , 75, 0
OO, 6698, MFR, PDX, 3, 335 , 74, 0
XE, 2865, MKE, IAH, 3, 335 , 174, 0
EV, 7101, BTV, IAD, 3, 336 , 110, 0
9E, 3998, TLH, ATL, 3, 338 , 68, 0
9E, 4196, TYS, ATL, 3, 340 , 57, 0
CO, 214, DFW, IAH, 3, 340 , 59, 1
DL, 2123, BOS, DTW, 3, 340 , 144, 0
DL, 2597, RIC, ATL, 3, 340 , 109, 0
DL, 2626, FLL, ATL, 3, 340 , 118, 0
DL, 684, AUS, ATL, 3, 340 , 134, 0
EV, 5583, CHA, ATL, 3, 340 , 47, 0
MQ, 4563, CMH, LGA, 3, 340 , 100, 0
XE, 2616, LRD, IAH, 3, 340 , 66, 1
XE, 3006, BRO, IAH, 3, 340 , 70, 0
XE, 3015, CRP, IAH, 3, 340 , 59, 1
XE, 5970, LAN, ORD, 3, 340 , 71, 0
9E, 3659, ALB, ATL, 3, 345 , 183, 0
9E, 3862, SAT, MEM, 3, 345 , 119, 1
9E, 3949, PVD, DTW, 3, 345 , 135, 1
9E, 4143, FWA, DTW, 3, 345 , 59, 0
AA, 1141, JFK, MIA, 3, 345 , 190, 0
AA, 1297, DFW, MIA, 3, 345 , 160, 0
AA, 2320, DFW, ORD, 3, 345 , 140, 0
CO, 1677, PHL, IAH, 3, 345 , 219, 0
CO, 1727, BWI, IAH, 3, 345 , 208, 0
CO, 240, AUS, IAH, 3, 345 , 55, 0
CO, 278, SAT, IAH, 3, 345 , 54, 0
CO, 633, LGA, IAH, 3, 345 , 235, 0
DL, 1095, OKC, ATL, 3, 345 , 127, 0
DL, 1112, PIT, ATL, 3, 345 , 131, 1
DL, 1506, LAX, DTW, 3, 345 , 270, 0
DL, 1580, SFO, DTW, 3, 345 , 270, 0
DL, 2320, PBI, ATL, 3, 345 , 113, 0
DL, 2481, ORF, ATL, 3, 345 , 120, 0
DL, 2710, DFW, ATL, 3, 345 , 132, 0
DL, 2939, DCA, ATL, 3, 345 , 120, 1
EV, 5142, AEX, ATL, 3, 345 , 119, 0
EV, 5218, SYR, ATL, 3, 345 , 158, 0
EV, 5233, BTR, ATL, 3, 345 , 97, 0
EV, 5362, SHV, ATL, 3, 345 , 123, 1
EV, 5501, VLD, ATL, 3, 345 , 62, 0
OH, 6264, BDL, CVG, 3, 345 , 133, 0
OH, 6549, MFE, MEM, 3, 345 , 118, 0
OO, 6407, FAT, SFO, 3, 345 , 45, 0
OO, 6647, BZN, DEN, 3, 345 , 107, 0
OO, 6925, PHX, LAX, 3, 345 , 85, 0
OO, 6964, RDM, PDX, 3, 345 , 58, 0
US, 1423, DCA, CLT, 3, 345 , 85, 0
XE, 2919, LFT, IAH, 3, 345 , 58, 0
XE, 5951, CAK, ORD, 3, 345 , 95, 0
OO, 6480, IPL, YUM, 3, 346 , 34, 0
OO, 6843, EAU, CWA, 3, 346 , 32, 0
UA, 756, SFO, DEN, 3, 348 , 158, 0
OO, 3099, OMA, MKE, 3, 349 , 81, 1
9E, 3718, ERI, DTW, 3, 350 , 65, 1
B6, 107, BUF, JFK, 3, 350 , 83, 0
DL, 1248, IAH, ATL, 3, 350 , 130, 1
DL, 1985, DAY, ATL, 3, 350 , 114, 0
DL, 2387, MKE, ATL, 3, 350 , 129, 1
DL, 2405, PHL, DTW, 3, 350 , 115, 0
DL, 734, MCI, ATL, 3, 350 , 129, 0
EV, 5165, AGS, ATL, 3, 350 , 60, 0
FL, 331, PHL, ATL, 3, 350 , 145, 0
MQ, 2734, ABI, DFW, 3, 350 , 50, 0
MQ, 2796, GRR, DFW, 3, 350 , 175, 0
MQ, 3014, FAT, LAX, 3, 350 , 65, 0
MQ, 3332, LBB, DFW, 3, 350 , 70, 0
MQ, 3632, CLT, MIA, 3, 350 , 120, 1
MQ, 3781, LIT, ORD, 3, 350 , 105, 0
MQ, 3842, MSP, ORD, 3, 350 , 95, 1
MQ, 3892, PHL, ORD, 3, 350 , 140, 0
MQ, 4013, LEX, ORD, 3, 350 , 95, 0
OH, 6498, ORD, ATL, 3, 350 , 128, 1
OH, 6629, GRR, DTW, 3, 350 , 61, 0
9E, 4391, MBS, DTW, 3, 351 , 59, 0
HA, 218, HNL, KOA, 3, 352 , 41, 0
OO, 6921, MOD, SFO, 3, 352 , 38, 0
9E, 3935, EWR, DTW, 3, 355 , 130, 1
9E, 3955, LBB, MEM, 3, 355 , 119, 0
9E, 4200, TYS, CVG, 3, 355 , 64, 0
9E, 4274, AMA, MEM, 3, 355 , 120, 0
B6, 735, JFK, BQN, 3, 355 , 215, 0
DL, 377, BDL, DTW, 3, 355 , 130, 0
HA, 202, HNL, ITO, 3, 355 , 49, 0
MQ, 2864, SGF, DFW, 3, 355 , 90, 0
OH, 6262, OMA, DTW, 3, 355 , 137, 1
OH, 6414, AZO, DTW, 3, 355 , 58, 0
OO, 7014, RDM, SFO, 3, 355 , 101, 0
9E, 3668, TYS, LGA, 3, 360 , 131, 0
9E, 3724, ABE, DTW, 3, 360 , 115, 0
9E, 3755, SWF, DTW, 3, 360 , 120, 0
9E, 3757, BGM, DTW, 3, 360 , 103, 0
9E, 3795, SBN, CVG, 3, 360 , 60, 1
9E, 3845, AVP, DTW, 3, 360 , 105, 0
9E, 3850, FNT, DTW, 3, 360 , 48, 0
9E, 3871, BHM, DTW, 3, 360 , 125, 0
9E, 3875, GSP, DTW, 3, 360 , 115, 0
9E, 3893, FWA, ATL, 3, 360 , 115, 0
9E, 3923, IAH, MEM, 3, 360 , 95, 0
9E, 3957, ATW, MSP, 3, 360 , 76, 1
9E, 3985, DSM, MEM, 3, 360 , 100, 1
9E, 4008, BTV, JFK, 3, 360 , 100, 0
9E, 4026, ORF, DTW, 3, 360 , 125, 1
9E, 4058, LAN, DTW, 3, 360 , 50, 0
9E, 4239, ITH, DTW, 3, 360 , 97, 1
9E, 4272, ECP, MEM, 3, 360 , 90, 0
9E, 4324, DCA, JFK, 3, 360 , 82, 0
AA, 1056, TUL, DFW, 3, 360 , 70, 0
AA, 1140, SAT, DFW, 3, 360 , 65, 0
AA, 1143, TPA, DFW, 3, 360 , 170, 0
AA, 1215, DCA, DFW, 3, 360 , 210, 0
AA, 1225, COS, DFW, 3, 360 , 120, 0
AA, 1406, OMA, DFW, 3, 360 , 125, 0
AA, 1584, LAS, DFW, 3, 360 , 160, 0
AA, 1596, PDX, DFW, 3, 360 , 225, 0
AA, 1602, ELP, DFW, 3, 360 , 100, 0
AA, 1615, BDL, DFW, 3, 360 , 260, 0
AA, 1631, MSY, MIA, 3, 360 , 105, 0
AA, 1670, AUS, ORD, 3, 360 , 165, 0
AA, 1755, ABQ, DFW, 3, 360 , 105, 0
AA, 1839, OKC, DFW, 3, 360 , 60, 0
AA, 1843, BOS, ORD, 3, 360 , 175, 0
AA, 1878, SMF, DFW, 3, 360 , 205, 0
AA, 1921, EWR, MIA, 3, 360 , 185, 0
AA, 1965, STL, DFW, 3, 360 , 115, 0
AA, 1994, IAH, MIA, 3, 360 , 135, 0
AA, 2037, BNA, MIA, 3, 360 , 135, 1
AA, 2060, SEA, ORD, 3, 360 , 245, 1
AA, 2103, IAD, MIA, 3, 360 , 160, 0
AA, 2203, LGA, MIA, 3, 360 , 190, 1
AA, 2299, DTW, MIA, 3, 360 , 190, 0
AA, 2301, ORD, DFW, 3, 360 , 150, 1
AA, 445, DCA, ORD, 3, 360 , 125, 0
AA, 526, SFO, DFW, 3, 360 , 215, 0
AA, 528, LAX, MIA, 3, 360 , 280, 1
AA, 548, LAX, ORD, 3, 360 , 240, 0
AA, 552, SFO, MIA, 3, 360 , 315, 1
AA, 654, PHX, DFW, 3, 360 , 130, 0
AA, 708, AUS, DFW, 3, 360 , 60, 0
AS, 454, SEA, LAX, 3, 360 , 150, 0
AS, 55, ANC, FAI, 3, 360 , 58, 0
AS, 600, SEA, LAS, 3, 360 , 143, 0
AS, 62, FAI, ANC, 3, 360 , 70, 0
AS, 81, SEA, ANC, 3, 360 , 219, 0
B6, 1001, BOS, JFK, 3, 360 , 71, 1
B6, 1133, SYR, JFK, 3, 360 , 85, 0
B6, 1224, RDU, BOS, 3, 360 , 101, 1
B6, 155, JFK, MCO, 3, 360 , 168, 0
B6, 162, RSW, JFK, 3, 360 , 156, 0
B6, 1695, BOS, MCO, 3, 360 , 192, 0
B6, 19, BTV, JFK, 3, 360 , 84, 0
B6, 247, OAK, LGB, 3, 360 , 77, 0
B6, 370, FLL, LGA, 3, 360 , 159, 1
B6, 371, LGA, FLL, 3, 360 , 174, 0
B6, 442, TPA, BOS, 3, 360 , 167, 0
B6, 45, ROC, JFK, 3, 360 , 83, 0
B6, 52, MCO, JFK, 3, 360 , 141, 0
B6, 68, FLL, JFK, 3, 360 , 160, 1
B6, 701, JFK, SJU, 3, 360 , 218, 0
CO, 1045, CLE, IAH, 3, 360 , 190, 0
CO, 1428, CLT, IAH, 3, 360 , 180, 0
CO, 1617, MCI, IAH, 3, 360 , 118, 1
CO, 1810, SMF, IAH, 3, 360 , 220, 0
CO, 1815, OMA, IAH, 3, 360 , 138, 1
CO, 308, PDX, IAH, 3, 360 , 238, 0
CO, 469, SFO, IAH, 3, 360 , 225, 1
CO, 759, DCA, IAH, 3, 360 , 206, 0
CO, 89, IAH, EWR, 3, 360 , 200, 0
DL, 1084, ANC, MSP, 3, 360 , 326, 0
DL, 1106, SEA, SLC, 3, 360 , 120, 0
DL, 1157, CMH, ATL, 3, 360 , 110, 0
DL, 1181, RSW, ATL, 3, 360 , 110, 0
DL, 1249, PWM, ATL, 3, 360 , 192, 0
DL, 1297, JFK, ATL, 3, 360 , 168, 0
DL, 1301, IND, ATL, 3, 360 , 105, 0
DL, 1371, BOS, LGA, 3, 360 , 68, 0
DL, 1401, BOS, ATL, 3, 360 , 190, 0
DL, 1445, DCA, DTW, 3, 360 , 102, 0
DL, 1447, LGA, ATL, 3, 360 , 167, 0
DL, 1504, MCI, DTW, 3, 360 , 118, 0
DL, 1602, LAS, ATL, 3, 360 , 223, 0
DL, 1625, BWI, ATL, 3, 360 , 120, 0
DL, 1767, CLT, DTW, 3, 360 , 115, 0
DL, 1831, PDX, SLC, 3, 360 , 107, 1
DL, 1889, CVG, ATL, 3, 360 , 103, 0
DL, 1949, RDU, ATL, 3, 360 , 87, 0
DL, 2205, MDW, ATL, 3, 360 , 120, 0
DL, 2280, STL, ATL, 3, 360 , 110, 1
DL, 2437, CLT, ATL, 3, 360 , 82, 1
DL, 2480, SEA, DTW, 3, 360 , 253, 0
DL, 2525, BOS, MSP, 3, 360 , 210, 1
DL, 2530, BZN, MSP, 3, 360 , 138, 0
DL, 2581, SDF, ATL, 3, 360 , 84, 0
DL, 2806, SFO, MSP, 3, 360 , 222, 0
DL, 2816, LAS, DTW, 3, 360 , 233, 0
DL, 725, SFO, SLC, 3, 360 , 113, 0
EV, 4942, JAX, DCA, 3, 360 , 112, 0
EV, 4946, ABY, ATL, 3, 360 , 50, 0
EV, 4979, TRI, ATL, 3, 360 , 67, 0
EV, 4998, XNA, ATL, 3, 360 , 119, 0
EV, 5011, ROA, DTW, 3, 360 , 98, 0
EV, 5027, MLI, ATL, 3, 360 , 130, 0
EV, 5079, LYH, ATL, 3, 360 , 85, 0
EV, 5141, EVV, ATL, 3, 360 , 80, 0
EV, 5169, HPN, ATL, 3, 360 , 151, 0
EV, 5265, SYR, DTW, 3, 360 , 115, 0
EV, 5275, FAY, ATL, 3, 360 , 86, 0
EV, 5313, EWN, ATL, 3, 360 , 98, 0
EV, 5316, CSG, ATL, 3, 360 , 44, 0
EV, 5366, SGF, ATL, 3, 360 , 119, 0
EV, 5374, CAK, ATL, 3, 360 , 109, 1
EV, 5387, GPT, ATL, 3, 360 , 80, 1
EV, 5435, MLU, ATL, 3, 360 , 98, 1
EV, 5460, MOB, ATL, 3, 360 , 77, 1
EV, 5479, LFT, ATL, 3, 360 , 120, 0
EV, 5491, OAJ, ATL, 3, 360 , 98, 0
EV, 5507, CHO, ATL, 3, 360 , 102, 0
EV, 5564, ILM, ATL, 3, 360 , 88, 1
EV, 5605, ROA, ATL, 3, 360 , 86, 0
EV, 7070, ROA, ORD, 3, 360 , 116, 0
EV, 7075, DTW, IAD, 3, 360 , 90, 1
EV, 7086, DAY, IAD, 3, 360 , 90, 0
EV, 7097, CMH, ORD, 3, 360 , 82, 0
EV, 7100, CAE, ORD, 3, 360 , 128, 1
EV, 7116, JFK, IAD, 3, 360 , 81, 0
EV, 7323, BMI, ATL, 3, 360 , 115, 0
